twitter,instagram,facebook,snapchat,youtube,whatsapp,pinterest,twitter_usage,instagram_usage,facebook_usage,snapchat_usage,youtube_usage,books,age,education
2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,6.0,29,5
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,3.0,1.0,,3.0,3.0,50,6
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,3.0,4.0,1.0,2.0,46,5
2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,10.0,63,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,4.0,59,7
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,3.0,,58,5
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,3.0,,3.0,25.0,57,6
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,1.0,20.0,69,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,69,4
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,3.0,12.0,42,6
1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,15.0,22,4
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,3.0,23,6
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,3.0,2.0,,5.0,7.0,52,6
1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,,4.0,,4.0,15.0,49,3
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,6.0,74,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,2.0,,27,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,55,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,1.0,1.0,51,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,26,4
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,4.0,,44,1
1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,99.0,54,6
2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,1.0,,,10.0,62,6
1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,,2.0,2.0,32,3
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,4.0,20,3
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,5.0,99,6
1.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,,5.0,15.0,54,3
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,1.0,3.0,8.0,32,3
2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,2.0,66,4
1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,15.0,39,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,2.0,4.0,24,3
1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,,3.0,,1.0,1.0,21,3
1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,,1.0,5.0,39,4
1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,23,3
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,3.0,,3.0,60.0,67,6
1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,26.0,24,3
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,5.0,1.0,1.0,3.0,2.0,20,3
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,2.0,30.0,34,4
1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,,3.0,,3.0,10.0,46,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,30.0,20,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,15.0,68,7
2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,2.0,,,3.0,51,4
1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,5.0,30,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,99.0,79,2
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,4.0,53,6
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,5.0,2.0,5.0,5.0,12.0,60,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,4.0,,1.0,,54,6
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,3.0,2.0,6.0,46,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,5.0,75,6
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,3.0,3.0,27,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,1.0,50,4
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,5.0,,3.0,,38,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,76,3
1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,6.0,36,6
1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,21,3
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,20.0,69,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,6.0,30,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,3.0,10.0,67,8
2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,1.0,,,5.0,71,4
1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,,2.0,75.0,68,3
1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,,2.0,,2.0,15.0,69,6
1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,7.0,25,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,7.0,68,6
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,,1.0,10.0,29,4
2.0,1.0,1.0,2.0,2.0,2.0,1.0,,5.0,3.0,,,99.0,60,3
1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,8.0,18,4
1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,24,6
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,25,7
2.0,1.0,2.0,2.0,1.0,1.0,1.0,,5.0,,,5.0,5.0,61,3
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,5.0,3.0,13.0,22,3
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,2.0,12.0,57,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,5.0,1.0,30,6
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,3.0,1.0,2.0,40.0,22,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,50.0,60,6
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,2.0,9.0,66,6
1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,1.0,3.0,1.0,1.0,32,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,3.0,2.0,55,6
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,3.0,12.0,51,8
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,10.0,22,6
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,4.0,1.0,1.0,6.0,32,4
2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,2.0,23,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,12.0,32,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,77,3
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,2.0,65,6
2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,60.0,21,5
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,5.0,,2.0,3.0,29,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,4.0,2.0,50,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,1.0,84.0,18,3
1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,6.0,99,6
1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,20.0,21,3
2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0,3.0,1.0,6.0,32,5
1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,,4.0,,2.0,12.0,41,7
2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,3.0,64,6
2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,12.0,84,7
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,4.0,2.0,,1.0,5.0,47,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,50.0,74,4
2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,3.0,3.0,3.0,8.0,36,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,3.0,,3.0,,62,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,40.0,33,7
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,5.0,47,4
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,2.0,30,3
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,,22,4
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,3.0,6.0,23,99
2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,2.0,3.0,1.0,5.0,28,6
1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,3.0,4.0,38,3
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,2.0,15.0,42,6
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,1.0,,3.0,6.0,67,7
2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,5.0,,,15.0,36,2
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,5.0,72,7
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,1.0,,2.0,96.0,60,3
2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,3.0,,,3.0,43,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,98.0,35,6
2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,4.0,,,4.0,30,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,3.0,,31,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,10.0,82,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,20.0,85,5
2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,6.0,18,3
2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,2.0,,,2.0,52,5
1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,,1.0,,1.0,2.0,45,2
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,4.0,15.0,44,3
1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,,3.0,,3.0,25.0,56,4
1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,,2.0,,3.0,,54,1
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,5.0,,1.0,,45,1
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,3.0,97.0,40,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,2.0,,1.0,25.0,40,6
2.0,2.0,8.0,2.0,1.0,2.0,2.0,,,,,3.0,1.0,74,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,4.0,2.0,33,3
1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,3.0,3.0,25,8
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,6.0,80,5
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0,22,4
2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,2.0,,,25.0,83,6
1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,4.0,5.0,8.0,43,7
1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,,4.0,,3.0,50.0,69,7
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,1.0,7.0,60,5
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,2.0,49,5
2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,2.0,3.0,,10.0,67,5
1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,26,3
1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,6.0,22,3
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,3.0,24.0,60,3
1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,,2.0,2.0,61,7
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,2.0,,4.0,7.0,46,6
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,1.0,,3.0,4.0,32,6
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,3.0,1.0,,2.0,8.0,44,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,74,5
2.0,2.0,2.0,2.0,1.0,8.0,2.0,,,,,2.0,1.0,47,3
2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,2.0,4.0,5.0,4.0,81,8
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,3.0,6.0,99,6
1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,2.0,75.0,43,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,4.0,5.0,52,4
1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,1.0,3.0,3.0,15.0,32,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,5.0,,5.0,1.0,59,4
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,6.0,45,6
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,5.0,10.0,63,4
1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,55.0,22,3
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,2.0,1.0,20.0,29,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,97.0,27,2
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,68,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,3.0,62,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,1.0,1.0,37,3
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,4.0,1.0,,2.0,4.0,43,7
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,10.0,36,4
2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,3.0,5.0,,60,8
1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,23,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,5.0,79,7
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,,,,55,98
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,3.0,,31,4
1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,2.0,,3.0,18.0,64,6
1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,,3.0,3.0,52,4
1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,96.0,25,6
1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,96.0,36,8
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,54,1
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,5.0,,36,5
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,3.0,5.0,31,3
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,4.0,3.0,66,6
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,,65,2
1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,4.0,6.0,47,7
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,5.0,1.0,1.0,10.0,21,3
1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,30.0,53,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,98.0,99,99
1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,,2.0,12.0,52,6
2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,32,2
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,3.0,10.0,55,5
1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,5.0,19,3
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,1.0,3.0,29,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,50.0,68,7
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,3.0,,2.0,,44,3
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,3.0,6.0,49,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,3.0,,43,3
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,5.0,1.0,,2.0,5.0,29,5
1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,10.0,35,6
1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,,1.0,20.0,33,7
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,1.0,4.0,50,4
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,2.0,,3.0,,55,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,4.0,6.0,66,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,66,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,99.0,79,5
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,66.0,47,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,90,2
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,1.0,1.0,54,2
1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,5.0,28,6
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,7.0,55,5
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,56,3
2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,2.0,,,10.0,56,1
1.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,5.0,,5.0,,60,3
1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,39,3
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,3.0,2.0,,4.0,4.0,56,6
2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,1.0,,,,37,2
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,3.0,1.0,,4.0,15.0,26,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,,34,4
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,6.0,50,7
1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,4.0,3.0,35.0,47,8
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,2.0,12.0,66,7
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,3.0,2.0,3.0,20.0,33,8
2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,5.0,3.0,3.0,12.0,55,3
1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,12.0,57,4
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,2.0,5.0,46,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,2.0,47,6
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,46,6
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,,3.0,20.0,18,3
2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,3.0,7.0,72,7
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,46,6
1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,,5.0,8.0,,97.0,56,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,40.0,77,3
1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,,,12.0,38,8
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,5.0,,5.0,,18,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,2.0,26.0,44,7
2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,3.0,10.0,47,8
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,10.0,70,8
1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,5.0,33,6
1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,,1.0,,1.0,2.0,70,7
2.0,1.0,1.0,2.0,1.0,1.0,2.0,,5.0,4.0,,3.0,98.0,18,3
2.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,,,,50,2
2.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,2.0,3.0,,6.0,25,6
2.0,1.0,1.0,2.0,1.0,1.0,1.0,,4.0,3.0,,1.0,96.0,26,6
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,3.0,,52,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,4.0,,53,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,3.0,,25,1
2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,3.0,,,,49,6
1.0,1.0,1.0,1.0,8.0,2.0,1.0,3.0,8.0,3.0,8.0,,98.0,99,3
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,4.0,4.0,7.0,53,6
1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,23,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,1.0,35.0,74,7
2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,3.0,2.0,,10.0,57,5
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,4.0,2.0,,4.0,50.0,48,7
1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,1.0,70.0,37,8
1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,,1.0,,3.0,,26,3
1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,,2.0,,1.0,3.0,55,3
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,4.0,,3.0,6.0,67,8
1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,,2.0,20.0,53,6
1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,,2.0,4.0,36,7
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,87,5
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,2.0,1.0,35,1
2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,1.0,,60,1
2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,23,5
1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,3.0,3.0,3.0,5.0,23,6
2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,3.0,,,97.0,64,5
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,,4.0,30.0,30,6
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,10.0,39,4
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,30,2
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,27,8
1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,10.0,43,7
2.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,,1.0,1.0,45.0,19,4
2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,3.0,10.0,22,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,20.0,72,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,61,7
2.0,1.0,2.0,1.0,1.0,2.0,2.0,,3.0,,1.0,2.0,3.0,19,3
2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,3.0,78,6
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,3.0,2.0,,3.0,,67,3
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,2.0,41,3
1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,,1.0,10.0,50,4
1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,6.0,60,3
2.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,1.0,,,,44,6
2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,39,1
2.0,1.0,1.0,2.0,1.0,2.0,2.0,,4.0,1.0,,3.0,6.0,47,7
2.0,1.0,2.0,2.0,1.0,1.0,2.0,,3.0,,,4.0,24.0,99,6
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,1.0,6.0,37,3
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,12.0,37,6
2.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,,1.0,1.0,6.0,20,3
2.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,2.0,2.0,2.0,2.0,32,6
2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,5.0,5.0,67,3
1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,28,7
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,,71,4
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,1.0,9.0,34,8
2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,3.0,,3.0,12.0,67,6
2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,5.0,59,5
1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,,3.0,5.0,54,3
2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,1.0,,5.0,,50,4
2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,,3.0,7.0,40,3
2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,30,5
2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,,,15.0,47,3
